"","date","observed","estmate","estmate.l","estmate.h","table_phase"
"66",2020-05-06,"NA",259.367239109522,0.0773664568403913,1304.80121989246,"Validation"
"67",2020-05-07,"NA",241.711682201506,0.0651222985102596,1215.22379648745,"Validation"
"68",2020-05-08,"NA",225.506209489023,0.0545648167848328,1133.60382543192,"Validation"
"69",2020-05-09,"NA",210.814142154143,0.0459807879894782,1060.08486393181,"Validation"
"70",2020-05-10,"NA",197.317950346415,0.0384943929328043,993.00034939734,"Validation"
"71",2020-05-11,"NA",184.999807661791,0.0324350673512936,932.294065523536,"Validation"
"72",2020-05-12,"NA",173.670809835858,0.0273990946207747,876.891465441953,"Validation"
"73",2020-05-13,"NA",163.182466092885,0.0225263996712863,837.552024913029,"Validation"
"74",2020-05-14,"NA",153.589205818485,0.01873320501612,804.611033718943,"Validation"
"75",2020-05-15,"NA",144.724038801998,0.0155871323098999,772.816333617324,"Validation"
